10477	3228
10479	2995
10480	3337
10481	1270
10482	2672
10486	2707
10488	3528
10491	2447
10491	3478
10494	2429
10494	2678
10494	3294
10495	1367
10497	2695
10497	3336
10501	1892
10501	3067
10502	2160
10503	1813
10503	2864
10503	2889
10503	3274
10505	2606
10506	3001
10507	1223
10508	1414
10510	1820
10511	1871
10511	3732
10513	3027
10515	2495
10515	2835
10515	3618
10516	3352
10518	3518
10519	3495
10519	3749
10522	2179
10526	3386
10527	1548
10527	3538
10527	3967
10530	1142
10531	1829
10532	3306
10534	1326
10534	3505
10535	3570
10537	1952
10539	2974
10541	2500
10542	3186
10542	3797
10543	1392
10544	1392
10547	1913
10547	2886
10547	2943
10549	1545
10550	1527
10552	3801
10553	1896
10555	3105
10557	1306
10557	2384
10557	2453
10558	1637
10560	1463
10560	2110
10562	1078
10562	2393
10565	2878
10571	2839
10572	3781
10573	3069
10575	2907
10576	2154
10576	3268
10578	2176
10580	1757
10582	2774
10583	2498
10584	1479
10584	2264
10584	3280
10586	2891
10586	3304
10586	3886
10587	3243
10588	3038
10589	3329
10590	1272
10590	3835
10591	1159
10591	2261
10592	1115
10592	1465
10593	1517
10593	2476
10595	2475
10596	1549
10598	2739
10599	2652
10603	2641
10604	2607
10605	1682
10605	3140
10605	3601
10605	3905
10606	2679
10608	1587
10608	3900
10609	1285
10609	2687
10610	3886
10612	1222
10613	2178
10614	1464
10614	2652
10615	3635
10620	3031
10622	1677
10624	2725
10626	1459
10628	3995
10631	1569
10633	1586
10634	1562
10634	3052
10636	1560
10636	3994
10637	1073
10637	2211
10639	3621
10641	2127
10641	2256
10641	2651
10642	1740
10642	2636
10645	1295
10646	1539
10647	1008
10647	3147
10648	2601
10648	3744
10649	2698
10650	1711
10654	3415
10656	1142
10659	1953
10660	2476
10663	1482
10663	2839
10663	3912
10664	1085
10669	3837
10670	2910
10673	2389
10674	2651
10676	1231
10676	1805
10676	3850
10678	1020
10678	1342
10678	1399
10678	2659
10682	2168
10682	2835
10683	1753
10684	3428
10685	2156
10686	3564
10687	1521
10687	1888
10688	1718
10688	2629
10690	3280
10691	3096
10695	1060
10695	2097
10695	3049
10696	3085
10698	1939
10700	2313
10705	1211
10707	3571
10708	1176
10709	3457
10714	1230
10715	3156
10717	2298
10718	2754
10718	3516
10720	2520
10723	1005
10723	2046
10724	3059
10725	2781
10726	3851
10726	3994
10730	1036
10730	1821
10730	2556
10733	1371
10733	1823
10734	1478
10734	3502
10735	1409
10735	2138
10737	2729
10737	3330
10738	3405
10740	2522
10740	3730
10741	2428
10741	3646
10743	2591
10747	2404
10751	3694
10752	2142
10753	3822
10758	3679
10760	3254
10761	2051
10761	2857
10762	2476
10762	3159
10763	3320
10764	3057
10765	1945
10767	1911
10767	3464
10768	3403
10769	2430
10770	1242
10770	2984
10770	3365
10770	3986
10776	2540
10779	1810
10780	1080
10780	2008
10782	1609
10782	2482
10788	1387
10788	2837
10788	3009
10790	3540
10791	1406
10791	1870
10791	3572
10792	3243
10794	1385
10794	3617
10794	3633
10795	2929
10797	2680
10798	1038
10798	2046
10802	3932
10803	2079
10804	2703
10806	1287
10807	1945
10807	3823
10811	2892
10811	3060
10813	2082
10813	2749
10816	1191
10816	1501
10816	2750
10817	2228
10817	3545
10820	1026
10820	3394
10821	3110
10824	1463
10828	2104
10828	2351
10828	3093
10829	1181
10829	3646
10831	1868
10836	1330
10836	2068
10837	1312
10838	2665
10842	3682
10843	2735
10848	3358
10850	2745
10851	1452
10853	3819
10854	1484
10854	1982
10856	3480
10859	1126
10859	2579
10859	3324
10860	1178
10865	3384
10867	1144
10867	2239
10868	2032
10870	2428
10870	3455
10872	1280
10873	1758
10874	2313
10874	2850
10875	1916
10880	3960
10881	1159
10881	2062
10881	2447
10881	2711
10884	1603
10884	1609
10884	2038
10884	3263
10885	2994
10885	3066
10886	1719
10887	1659
10887	2634
10891	1333
10891	1425
10891	3448
10892	2830
10893	1142
10893	1490
10893	2575
10895	1876
10895	2918
10897	2702
10900	1678
10903	1450
10903	2816
10904	1778
10904	2836
10905	2397
10907	3189
10907	3671
10909	1871
10910	3724
10911	1850
10912	3461
10912	3889
10914	2666
10916	1494
10916	2390
10916	3734
10917	1331
10918	1554
10919	3529
10923	2203
10926	2292
10927	1770
10929	2761
10931	2101
10932	2239
10932	2911
10932	2996
10933	2781
10935	2363
10935	3174
10937	1357
10938	3682
10941	1278
10941	1527
10943	1896
10944	3783
10945	2502
10948	3691
10950	2687
10950	3659
10950	3863
10953	1773
10953	2820
10954	2731
10955	1464
10955	3088
10959	3465
10961	2170
10962	2316
10962	3732
10963	1166
10968	2615
10969	2374
10969	3410
10970	1053
10971	1798
10971	2289
10971	2456
10971	3426
10971	3639
10972	1534
10972	3948
10973	2087
10974	1942
10974	2906
10976	2339
10976	2463
10978	1020
10979	1508
10980	2044
10980	2216
10983	2031
10983	2673
10983	2799
10983	3434
10984	2407
10985	1907
10987	1625
10991	1829
10991	2550
10991	3249
10993	1241
10993	2768
10994	2343
10995	3948
10996	2571
10996	3407
10997	2521
11000	3911
11001	1761
11002	2366
11002	2835
11003	3853
11004	2063
11004	2481
11005	2390
11006	2469
11006	3787
11007	1381
11008	2636
11008	2866
11010	1442
11012	1944
11014	1191
11015	1654
11015	3258
11015	3813
11016	2167
11017	3368
11019	1499
11019	2770
11020	2245
11021	3853
11022	3392
11025	3270
11025	3498
11027	2174
11028	2108
11029	1196
11034	1737
11035	1269
11035	2493
11035	3781
11036	3623
11037	1227
11039	1058
11039	3434
11040	2802
11041	1691
11041	3107
11042	2641
11043	1016
11043	2363
11044	3293
11047	2356
11047	2557
11049	1696
11050	2539
11050	2739
11053	1905
11053	2223
11053	2522
11057	3470
11059	2203
11060	2611
11060	3703
11061	3744
11062	1559
11064	3719
11065	2198
11066	2740
11068	1785
11069	1055
11069	1544
11069	3218
11069	3402
11071	2454
11071	3398
11072	1779
11074	3480
11076	1748
11076	2378
11076	3259
11077	2338
11077	3802
11077	3888
11078	2745
11078	2876
11079	1348
11080	2580
11081	2168
11081	2469
11083	1399
11084	2874
11085	1701
11086	2555
11086	3614
11089	1061
11092	3231
11092	3363
11095	1048
11095	3810
11097	1542
11098	2203
11100	3806
11103	1869
11103	1916
11103	2430
11105	1290
11105	1851
11107	1866
11107	3071
11109	2919
11110	2008
11111	3746
11112	2514
11112	3980
11112	3999
11113	1798
11113	3345
11117	1048
11118	2024
11119	1264
11120	2687
11123	3073
11125	3867
11127	1172
11127	1248
11128	3798
11129	2100
11129	3415
11129	3884
11131	1955
11133	2936
11137	3689
11139	3614
11140	3218
11141	1810
11142	2015
11142	3581
11143	3636
11144	1237
11145	3506
11146	2137
11149	2396
11149	2555
11149	3690
11153	1278
11153	3286
11155	1256
11157	1218
11157	2554
11157	3152
11158	1410
11160	3334
11162	1587
11162	3667
11163	3519
11163	3527
11163	3911
11164	1833
11166	3419
11166	3466
11168	3328
11169	2849
11169	3861
11171	2899
11172	1668
11173	2473
11173	3204
11175	3084
11177	3384
11177	3692
11179	3964
11180	2613
11182	2146
11183	1070
11183	1258
11183	1740
11184	2110
11185	3733
11186	3986
11187	1846
11187	2997
11189	1300
11189	2423
11191	2696
11191	2887
11193	1903
11194	1082
11196	1285
11198	1033
11200	1277
11201	2852
11203	1461
11203	2170
11205	2349
11205	2881
11205	2958
11206	2651
11209	1348
11209	1699
11209	3796
11210	3206
11212	3061
11213	2512
11215	2094
11216	1047
11216	1705
11216	2499
11216	2652
11216	2808
11219	2280
11220	1050
11220	2499
11220	3901
11221	2174
11224	1322
11224	1377
11224	1737
11225	1922
11227	3291
11229	3562
11230	1073
11232	3274
11233	1500
11236	1780
11236	2126
11237	1228
11241	3629
11242	1095
11242	1613
11244	3459
11246	2752
11247	1353
11248	1443
11248	1450
11248	2323
11248	2397
11248	2580
11249	3505
11250	1902
11251	1496
11253	1571
11253	3525
11256	1062
11257	2383
11258	1387
11259	1300
11259	3057
11262	1309
11264	1418
11264	2537
11264	2706
11266	3114
11269	2315
11269	2779
11269	3201
11269	3999
11270	2469
11271	3989
11272	3781
11273	3187
11274	2408
11275	1705
11277	2256
11281	2533
11282	2757
11282	3164
11285	1120
11285	3077
11286	2246
11286	2930
11290	1816
11290	2327
11291	2482
11294	1352
11295	1027
11295	1374
11297	2041
11297	2403
11299	3869
11301	3737
11302	2813
11303	1491
11306	1241
11308	3463
11310	1913
11310	3553
11312	1419
11313	3747
11315	2298
11315	3898
11316	1843
11316	2815
11318	1029
11318	2838
11319	3810
11320	2844
11321	1702
11321	2727
11323	1597
11325	1908
11326	3448
11327	2316
11329	3556
11330	1212
11330	1881
11330	2802
11332	2126
11332	3638
11333	2550
11334	1297
11334	1883
11334	3393
11336	3040
11338	1055
11338	1784
11339	1130
11339	3239
11341	1121
11341	1651
11341	3428
11344	1724
11344	3523
11346	1200
11346	2264
11350	1727
11352	1297
11354	2122
11354	2291
11354	2390
11354	3053
11354	3447
11357	2574
11361	1054
11362	1255
11363	3016
11364	1364
11364	3310
11365	2430
11368	1305
11369	3515
11370	2903
11372	1396
11373	2511
11374	2284
11375	2070
11375	3282
11375	3854
11377	3372
11380	1117
11381	2775
11381	3694
11382	1828
11383	1793
11383	2912
11385	2637
11385	3863
11387	2689
11388	2274
11390	2303
11391	2163
11391	2234
11392	3911
11396	1391
11398	3835
11403	2293
11404	1016
11404	3735
11406	1075
11406	2074
11407	2390
11411	3421
11413	3409
11415	3953
11421	1470
11421	3751
11422	3594
11423	2675
11424	3470
11425	2696
11425	3611
11427	2769
11428	2209
11431	1846
11431	2775
11435	2189
11435	3748
11436	3436
11437	1421
11437	2844
11438	1344
11438	1519
11438	3677
11438	3885
11439	1032
11439	2075
11439	3127
11440	2275
11442	2802
11442	3736
11443	3095
11443	3943
11444	2812
11445	2823
11446	1369
11448	1012
11449	1763
11449	2551
11449	3199
11449	3319
11451	1910
11451	3033
11453	1484
11453	3097
11453	3849
11454	1833
11454	2941
11456	1213
11458	1342
11459	1366
11459	3150
11461	1102
11461	2744
11462	1523
11465	2541
11465	3622
11466	1600
11469	1712
11472	2023
11473	2439
11474	3600
11476	1116
11476	1727
11478	3815
11482	2657
11484	3237
11485	1258
11488	1116
11490	3460
11491	2863
11491	2992
11495	2576
11497	1605
11499	2477
11500	3844
11501	1342
11503	2767
11505	2421
11505	3774
11506	2654
11509	2943
11510	1365
11511	1093
11512	1867
11513	2123
11518	2387
11518	2912
11518	3757
11519	1463
11519	3034
11521	2232
11522	2539
11523	3890
11525	2449
11525	2628
11526	2522
11527	2097
11527	2724
11532	3729
11535	1277
11535	2269
11539	3104
11541	1966
11542	1710
11542	1825
11543	1953
11543	2210
11543	3298
11546	2080
11548	2210
11549	2111
11551	1624
11552	2929
11552	3278
11552	3454
11552	3534
11553	1298
11553	2740
11555	3431
11555	3542
11555	3933
11556	1774
11556	3192
11557	3439
11561	2330
11561	3906
11562	2225
11563	2400
11565	3608
11568	3401
11571	1130
11571	1548
11572	1208
11572	3240
11573	1403
11574	1884
11574	3117
11574	3348
11574	3772
11575	2197
11575	3007
11577	3101
11579	1052
11579	2391
11579	3503
11582	2793
11583	1033
11583	1362
11585	1672
11588	2943
11589	3769
11590	1133
11591	3528
11591	3990
11592	3401
11593	1373
11594	1241
11594	2351
11594	2611
11598	2963
11599	2265
11599	3519
11600	2482
11603	1211
11606	1514
11607	2164
11607	2868
11608	1854
11609	1088
11609	2771
11610	3389
11611	3048
11612	2801
11613	3837
11614	2581
11616	2531
11619	2128
11621	1124
11622	1870
11624	3113
11625	3454
11626	3182
11627	1621
11628	1334
11628	3152
11630	2120
11631	2623
11631	3585
11631	3653
11631	3818
11632	1331
11633	2793
11635	2203
11635	3795
11636	1291
11637	2119
11637	3576
11639	3226
11641	3933
11642	3772
11643	1174
11643	1587
11644	2580
11644	2605
11645	2407
11647	1613
11647	3780
11648	1648
11649	3449
11650	2628
11650	3618
11651	2269
11652	1198
11654	3632
11654	3638
11655	2795
11656	3566
11657	3577
11658	3179
11658	3278
11659	3123
11663	3259
11665	3892
11670	1444
11671	1230
11671	2571
11671	2781
11672	2180
11676	2092
11676	3203
11677	2092
11682	1513
11682	1978
11683	1606
11684	3567
11685	1363
11685	1648
11685	2935
11687	2659
11687	2906
11688	1425
11688	3911
11690	1694
11694	2404
11697	1574
11702	2967
11704	1668
11705	3885
11708	2889
11709	3227
11710	2010
11710	3512
11711	3723
11715	1908
11715	3407
11717	2988
11717	3007
11718	1927
11718	3000
11720	3241
11720	3295
11721	1070
11721	1970
11723	2301
11724	3426
11725	2223
11726	2772
11727	3378
11727	3417
11728	2025
11728	3172
11729	1969
11729	2445
11730	3731
11732	1297
11732	3667
11733	1252
11735	2679
11735	3979
11737	2743
11738	3395
11739	3362
11742	2304
11743	1691
11744	1272
11744	3876
11748	1812
11748	3454
11748	3470
11750	3184
11751	1411
11751	1984
11752	1091
11755	2790
11756	3744
11757	2732
11763	2283
11763	3462
11764	3938
11766	1828
11767	2904
11768	2274
11769	3962
11770	1060
11771	3159
11772	3646
11774	2062
11775	2183
11775	3226
11776	2157
11777	3790
11780	3483
11784	3557
11784	3623
11786	2959
11787	2366
11788	1113
11789	1510
11790	1499
11790	1560
11791	3884
11792	3699
11793	1819
11793	2112
11793	3293
11795	1140
11795	3232
11799	3762
11801	2605
11803	1898
11805	1809
11805	2575
11807	2744
11807	3300
11808	1505
11808	3981
11809	3605
11811	2701
11812	1934
11813	2854
11813	3792
11820	3855
11827	2047
11830	1251
11830	1536
11836	1896
11837	2401
11837	2869
11838	3029
11841	3907
11842	1047
11843	1927
11844	3776
11846	1523
11846	2908
11848	3150
11849	1544
11849	2408
11849	2506
11849	3289
11851	1043
11851	1241
11853	2216
11853	2844
11854	2044
11856	2193
11858	1102
11859	3492
11860	1680
11860	2898
11861	2420
11863	2091
11863	2602
11863	3081
11865	2207
11865	2456
11867	1946
11868	1801
11868	3170
11872	2246
11872	3569
11873	3544
11874	3093
11875	1588
11875	1807
11875	1853
11879	3162
11882	1059
11883	3458
11884	1255
11884	1315
11885	2343
11885	2992
11887	2876
11888	1380
11890	2394
11891	1143
11893	3776
11894	2455
11894	2705
11895	1204
11896	3817
11898	1574
11898	2269
11898	3883
11899	1194
11899	2728
11900	1007
11900	1810
11902	3648
11905	1315
11905	3794
11909	1702
11910	1235
11910	1554
11912	1894
11912	2097
11917	1394
11917	1864
11920	2908
11922	1949
11922	2911
11922	3140
11923	1477
11923	3403
11924	3276
11925	3415
11925	3971
11926	2405
11927	2642
11930	1185
11931	2875
11932	1490
11932	3504
11933	3666
11934	1766
11934	1955
11935	2886
11936	1001
11937	2889
11941	2911
11941	3502
11941	3952
11942	2476
11944	3363
11947	2756
11947	3779
11949	2655
11949	2889
11950	2104
11952	3854
11953	3722
11954	2402
11954	2884
11955	2590
11960	1832
11960	2331
11960	2955
11961	2232
11962	2109
11966	1213
11967	1844
11968	1172
11968	1902
11971	2472
11972	2916
11972	2920
11973	3301
11974	2076
11974	2183
11977	3353
11979	1920
11980	2650
11982	2185
11982	3656
11983	1747
11985	3136
11987	1166
11988	1352
11988	1906
11989	1887
11992	1410
11993	1555
11996	2256
11997	2149
11998	3702
11998	3867
11999	2157
12002	1141
12004	2954
12004	3259
12007	1855
12008	2997
12008	3527
12009	2279
12010	2732
12012	2977
12012	3637
12013	1441
12014	2632
12015	1203
12016	1359
12018	1523
12018	3703
12019	3945
12020	1894
12021	2759
12023	3927
12024	3590
12026	1972
12027	3776
12032	1739
12032	3569
12033	2628
12034	1901
12035	2393
12035	3809
12039	1846
12039	3045
12040	3168
12044	2068
12045	1159
12046	3876
12049	3378
12050	1557
12050	2872
12052	3104
12053	2675
12053	2878
12054	1255
12054	1394
12057	1939
12058	2363
12059	2710
12060	2347
12060	3587
12060	3961
12061	2873
12064	1982
12065	3581
12069	2764
12070	1961
12070	2698
12071	2765
12071	2954
12071	3525
12072	3906
12073	3178
12075	3653
12076	1296
12080	3183
12081	1112
12083	3615
12085	1550
12087	1287
12087	1928
12088	2402
12089	3329
12089	3495
12090	3009
12090	3766
12091	1424
12091	2907
12092	2400
12093	3842
12095	1936
12095	3225
12096	3688
12098	1484
12101	3974
12102	1142
12102	3016
12102	3150
12102	3955
12104	3481
12107	1952
12108	1468
12111	1459
12111	3062
12112	1264
12112	2323
12114	1393
12114	2919
12115	3632
12116	1567
12119	1062
12119	1626
12119	2907
12120	3568
12123	3353
12126	1034
12130	2825
12131	2053
12133	3533
12137	1452
12138	2335
12139	3652
12139	3880
12142	1143
12142	2962
12143	3424
12147	2089
12147	3316
12148	3353
12148	3635
12151	2624
12152	2528
12153	3659
12154	2097
12155	3024
12155	3474
12156	2884
12157	3565
12157	3646
12160	2233
12162	3701
12163	2162
12164	1660
12165	3242
12168	2570
12169	3847
12170	1079
12173	1478
12174	1215
12174	2330
12175	1108
12175	1278
12175	3530
12176	2193
12176	3203
12177	1120
12178	3452
12179	1551
12180	1736
12181	2877
12182	2762
12183	2166
12184	2200
12186	1124
12186	1868
12187	3365
12188	1776
12188	2096
12189	3235
12192	1250
12193	1030
12193	1314
12194	3915
12195	1978
12196	2024
12198	2791
12201	1817
12202	2169
12204	1265
12205	3896
12207	2940
12208	1342
12210	1994
12210	3735
12212	2240
12214	2078
12215	1159
12215	2232
12215	3464
12218	3153
12220	2751
12220	3249
12220	3677
12220	3984
12222	1283
12222	3393
12223	3716
12224	1774
12224	1899
12226	1464
12227	1192
12227	3738
12230	3119
12232	2875
12232	3055
12233	1966
12235	3180
12237	3244
12237	3559
12238	3231
12238	3695
12240	3009
12241	2689
12241	3464
12241	3551
12243	1169
12244	1808
12246	2933
12246	2958
12246	3465
12247	2341
12248	3914
12249	1342
12250	3940
12251	1041
12253	2477
12253	3025
12253	3451
12254	1320
12254	2414
12255	1209
12256	2733
12258	1722
12260	1417
12260	3796
12263	2719
12264	2413
12265	1636
12266	1890
12266	3513
12267	3021
12268	1325
12268	1538
12269	2523
12270	1825
12270	3035
12272	1115
12275	1424
12278	1304
12278	3951
12280	2055
12281	3738
12282	2303
12282	3875
12283	1237
12283	2987
12283	3009
12284	1917
12286	2090
12287	1690
12287	2883
12288	2810
12289	3052
12290	2259
12290	2494
12291	2662
12291	3892
12292	1136
12292	2121
12293	2770
12294	2838
12295	1879
12295	2118
12296	1273
12296	3116
12299	1028
12300	3758
12301	1984
12301	2929
12301	3081
12306	1059
12306	3025
12307	1221
12307	3145
12307	3417
12310	3044
12312	1478
12312	2114
12313	1309
12313	2891
12315	2702
12317	2061
12317	2578
12318	3737
12319	1919
12320	3160
12321	2553
12322	1658
12322	3621
12323	3440
12323	3546
12326	1590
12328	3125
12329	3504
12329	3882
12332	3420
12333	2499
12334	2218
12334	3524
12335	3728
12337	1292
12338	3427
12341	2159
12341	3557
12345	2495
12345	2889
12346	1791
12346	3250
12347	3999
12349	1571
12350	3567
12352	1183
12352	3638
12353	3615
12355	3955
12356	3439
12356	3717
12357	1644
12360	3119
12362	1864
12364	1727
12364	3427
12364	3951
12365	2627
12367	1195
12367	1450
12367	1707
12367	2490
12368	1694
12368	3635
12369	3831
12371	2545
12372	1541
12374	1918
12374	3949
12375	1516
12375	2290
12375	2928
12376	1856
12376	2643
12377	1040
12377	1928
12379	1310
12379	2220
12381	1826
12381	3819
12384	2647
12384	3562
12385	1395
12386	2862
12386	3099
12388	2572
12392	1556
12392	1627
12392	2718
12392	2731
12392	3289
12393	2723
12393	3407
12394	1077
12397	1665
12397	3154
12400	3794
12401	3794
12403	3161
12404	2143
12405	1855
12411	2145
12413	2611
12413	2709
12413	3386
12414	1501
12416	2649
12416	3467
12418	1583
12418	3088
12419	2838
12419	3366
12420	1493
12422	2184
12426	2384
12427	1498
12427	3506
12428	1109
12429	3418
12430	1165
12431	1974
12431	3494
12433	3690
12434	1364
12435	1952
12435	2089
12435	3939
12436	1365
12437	1208
12439	1629
12440	2650
12442	1290
12443	3057
12447	3338
12448	3784
12450	1629
12453	1922
12454	1936
12454	2322
12455	1124
12456	1227
12457	3893
12461	1946
12461	2781
12461	3591
12462	3106
12465	3048
12471	2065
12475	1158
12475	2809
12477	1333
12478	1978
12478	2479
12481	3162
12484	2033
12484	3148
12485	2618
12486	1506
12487	1822
12487	2660
12487	3669
12488	1012
12495	1582
12495	2481
12496	3309
12497	2860
12498	2432
12501	2152
12501	3989
12505	3332
12507	2835
12511	1635
12514	1096
12514	2560
12514	3027
12515	2932
12517	2928
12518	3880
12519	3144
12521	3020
12521	3259
12521	3492
12522	3786
12524	1121
12525	1622
12526	3315
12526	3922
12528	1876
12528	3267
12530	1710
12533	2434
12534	2292
12534	3253
12535	1902
12535	2407
12535	3776
12537	3111
12540	2471
12540	3330
12544	3139
12544	3691
12545	3887
12546	1105
12548	1207
12551	3305
12551	3883
12555	2964
12556	1519
12557	1982
12557	2363
12558	1775
12558	2996
12559	2097
12559	3803
12561	2259
12564	2397
12564	2870
12564	3444
12569	2055
12570	1656
12570	2607
12570	3411
12573	2008
12576	1592
12577	1206
12577	2990
12578	1609
12579	3129
12580	1431
12581	1264
12581	2208
12581	2928
12581	2987
12582	2736
12585	3994
12589	2333
12590	2951
12591	1502
12591	2845
12592	3481
12593	3562
12593	3842
12594	2314
12596	3724
12597	2964
12598	3024
12599	1928
12600	2500
12601	1465
12601	1655
12604	1921
12604	2869
12607	3476
12610	1038
12613	1818
12614	1164
12614	1204
12614	2649
12614	2691
12614	3324
12615	2343
12616	2863
12618	3951
12619	1606
12619	1991
12619	3099
12620	2827
12621	2091
12621	2156
12627	1414
12627	2774
12631	2367
12632	2765
12639	1180
12641	1485
12641	3579
12641	3743
12642	1464
12642	2093
12642	2775
12642	2814
12644	3259
12647	2057
12648	1215
12649	2281
12650	1942
12651	1215
12652	1027
12654	1199
12656	1875
12656	2975
12657	3916
12658	2431
12658	3325
12660	1010
12660	2535
12663	3400
12664	1042
12664	3593
12666	1443
12667	1757
12669	1568
12671	1505
12675	2475
12677	3477
12679	2734
12682	2589
12685	1951
12685	3620
12688	1962
12690	2436
12690	3864
12691	1423
12691	3539
12694	1680
12695	1274
12695	2840
12695	3230
12695	3245
12696	1925
12697	1978
12698	1231
12700	1093
12700	1377
12700	2311
12700	2717
12701	1209
12702	3323
12704	1429
12704	1546
12704	3847
12707	2190
12709	3844
12710	1190
12710	1948
12710	3838
12711	1000
12711	3349
12712	2907
12714	2082
12716	2933
12718	1298
12718	2251
12720	2085
12721	2134
12723	1930
12723	2772
12724	1792
12725	1923
12725	3241
12725	3272
12726	2361
12727	2135
12728	3813
12728	3981
12729	2428
12733	2831
12734	2087
12737	1394
12738	3510
12739	1788
12741	1477
12743	3931
12744	1282
12744	1709
12744	3342
12745	1532
12746	2418
12748	3872
12750	3010
12751	1924
12751	3202
12751	3313
12753	2280
12755	3928
12756	2559
12759	1083
12759	2283
12762	3149
12764	3465
12765	1141
12772	1562
12772	2852
12777	1062
12779	1829
12780	1925
12781	2483
12782	1874
12782	2636
12783	1583
12784	2039
12784	2660
12785	2488
12786	2769
12787	2766
